Date,Tweet_ID,Tweet_ID_precision,Raw Text,Likes,Retweets
Mon Aug 12 21:30:42 +0000 2024,1823109884419637619,exact,"Υπαρχει ακομη το εν    Δεχομενο τα Παιδια Μου Να μου ΕξηγηΣουν το "" τη Λολα ποιος Απ' τη      Φωτια θα Βγαλει"" Σαν Νανουρισμα.  Να Χαρ ω Εγω   ΕφιΑλτη συνοΜήλιΚο!",5,4
Mon Aug 12 21:30:39 +0000 2024,1823109869194432632,exact,"Κοντέ ,δεν σε είδα εθελοντικά να πας να σβήσεις καμιά φωτιά ..Εκ του κανα-πέους  τα λες όπως γουστάρεις",6,0
Mon Aug 12 21:30:39 +0000 2024,1823109868552851868,exact,Ελπίζω να μην ισχύει αυτό που δημοσίευσε η Κουβελιώτη για νεκρή γυναίκα στο Πάτημα... #φωτια,4,1
Mon Aug 12 21:30:32 +0000 2024,1823109842984128996,exact,η φωτιά έχει φτάσει στο κέντρο της Αθήνας και του φταίνε οι εθελοντές πυροσβέστες της Γερμανίας … οικογένεια να τον μαζέψει δεν έχει ο φουκαράς ;,0,0
Mon Aug 12 21:30:32 +0000 2024,1823109842187305312,exact,Αττική: Οι πρώτες εκτιμήσεις για το πόσα σπίτια κάηκαν από την κόλαση φωτιάς | https://t.co/S18PpKysLu #φωτια #φωτιες #πυρκαγια #πυρκαγιες  https://t.co/CWdKrt9ugZ,1,1
Mon Aug 12 21:30:26 +0000 2024,1823109814668382574,exact,@user Από τα 37 -3 συντονισμού =34 ειπαν οτι εστηλαν. Η φωτιά ξεκίνησε στις 3περιπου. Εάν από τα 34 είχαν φτάσει τα 10 στις 4 δεν θα γινόταν τίποτα.  Αν είχανε παει τα 34 που λένε θα είχαμε μια καινουργια λιμνη..,0,0
Mon Aug 12 21:30:23 +0000 2024,1823109803087966574,exact,@user Άρρωστος είσαι όταν κανείς ψύχραιμη κακόβουλη κριτική σε κάποιον που του καίγεται τος σπίτι. Γιατί σου έβρισε το μητσοτακη. Ξεφτίλα!,2,0
Mon Aug 12 21:30:11 +0000 2024,1823109751053472181,exact,@user Πήρε τη μάνικα κ όρμησε στη φωτιά!,1,0
Mon Aug 12 21:30:07 +0000 2024,1823109735857459555,exact,Η Ρένα Κουβελιώτη μεταδίδει ζωντανά από το μέτωπο στης φωτιάς στην Αττική που έχει φτάσει στα Βριλήσσια #φωτια #SpoilerAlert  #Spoilers #spoiler #survivorGR #GiTisElias #Magissa #timoros #AgiosErotas #DiafaniAgapi #kalageramata #grandhotel https://t.co/ZYJZto60wf,0,0
Mon Aug 12 21:30:03 +0000 2024,1823109717956202521,exact,🔥 Άνω Γλυφάδα: 2 ύποπτοι για τη #φωτιά- Δεν υπάρχουν συλλήψεις https://t.co/DNwVjOrnx5,6,1
Mon Aug 12 21:29:54 +0000 2024,1823109682245886149,exact,"@user Το τερμάτισες εσύ. Άρα αφού καίγεται η Αφρική ας καεί και η Αττική, μην κάνουμε έτσι.",0,0
Mon Aug 12 21:29:53 +0000 2024,1823109678374457543,exact,"@user Βγάζεις αυθερετα συμπεράσματα απ' το μυαλό σου μόνο και μόνο για να στηρίξεις ότι πιο άχρηστο έχει περάσει απ' την κυβέρνηση αυτού του τόπου, αν δεν είσαι ηλίθιος πες μου τι ακριβώς είσαι; Ξέρεις κάποιον συριζαιο που να έβαλε φωτιά, αν ναι πες τονε ονοματεπώνυμο αν όχι βουλωσε το",1,0
Mon Aug 12 21:29:50 +0000 2024,1823109666794053946,exact,Η Ρένα Κουβελιώτη μεταδίδει ζωντανά από το μέτωπο στης φωτιάς στην Αττική που έχει φτάσει στα Βριλήσσια #φωτια #SpoilerAlert #Spoilers #spoiler #survivorGR #GiTisElias #Magissa #timoros #AgiosErotas #DiafaniAgapi #kalageramata #grandhotel https://t.co/ZYJZto60wf,0,0
Mon Aug 12 21:29:44 +0000 2024,1823109640936206493,exact,"@user 400 πυροσβέστες από όλη την Ελλάδα ήταν στην Αθήνα, συγκεκριμένα στην Μαγούλα,θα έμεναν μέχρι και σήμερα.Σάββατο βράδυ και ενώ ο δείκτης επικινδυνότητας ήταν 5 για την Κυριακή τους έδιωξαν...Και όλοι απορούσαν... Κυριακή μεσημέρι έπιασε η φωτιά!!Θα υπάρξει καμία τιμωρία;;; #φωτια",3,1
Mon Aug 12 21:29:33 +0000 2024,1823109591888011743,exact,Συγκέντρωση στο Σύνταγμα την Τρίτη 13 Αυγούστου 2024 στις 8 μμ #Παπαδάκης #Κώστας_Παπαδάκης #Ανατρεπτική_Συμμαχία #Δήμος_Αθηναίων #Αθήνα #φωτιά #πυρκαγιά #Μαραθώνας,9,3
Mon Aug 12 21:29:29 +0000 2024,1823109577065349384,exact,Φωτιά φωτια έλα απόψε να καούμε,2,1
Mon Aug 12 21:29:28 +0000 2024,1823109571755286946,exact,#Φωτιά 🔥 #megafire #Βαρνάβα  #Διόνυσος  #Πεντέλη  #Μαραθώνα #Σταμάτα #Τερψιθέα Γλυφάδας  #Opentv  Η #ΕΛΑΣ έπιασε τους εμπρηστες🔥 Ένας 14χρ κ ένας 12χρ.... Άναψαν φωτιά με αναπτήρα κ ξεροφυλλα.... Τι να πεις 👭👫🧑‍🤝‍🧑👹  RT,3,2
Mon Aug 12 21:29:28 +0000 2024,1823109571076133005,exact,"Υπάρχουν 3 μέτωπα  στον #Βρανά #Μαραθωνα, έχει σταλεί μνμ εκκένωσης  Μέτωπο πάνω από το #Γραμματικο, έχει κατεύθυνση προς  #ΆνωΣούλι σύμφωνα &amp; με τον δήμαρχο 3ο μέτωπο στην #ΝεαΜακρη  που μέχρι στιγμής δεν είναι απειλητικό για σπίτια #φωτια #Φωτια_τωρα #πυρκαγιά #Νεα_Μακρη",2,1
Mon Aug 12 21:29:24 +0000 2024,1823109554869280845,exact,"@user Την επόμενη φορά που θα σε ρωτήσουν για τη #φωτιά στην Αθήνα, δείξε τους αυτή τη φωτό και ρώτα τους αν θέλουν βοήθεια όπως τους στείλαμε στους σεισμούς τους, για να σβήσουν τις δικές τους φωτιές που καίνε εδώ και μια βδομάδα παντού, σε όλη την Τουρκία. https://t.co/fS0L6XBGwQ",3,0
Mon Aug 12 21:29:11 +0000 2024,1823109501660409930,exact,"@user @user Αλλά είναι αρκετό το νερό που μεταφέρουν για να σβήσουν το βουνό; Στην προηγούμενη φωτιά στο #Διονυσο επενέβη το ρώσικο το θηρίο κ περιορίστηκε άμεσα Εδώ τώρα έχει γινει σχεδόν η ίδια ζημιά με τη μεγάλη  #φωτια στην #Πεντέλη  το 1995, 30 χρόνια πριν  https://t.co/2snJ2pApnj",1,1
Mon Aug 12 21:28:59 +0000 2024,1823109452783910954,exact,Συνελήφθησαν οι νεαροί που έβαλαν τη φωτιά στη Γλυφάδα - https://t.co/xs7wehnUJL,0,0
Mon Aug 12 21:28:43 +0000 2024,1823109385628901750,exact,Η Ρούλα Κορομηλά δείχνει την αγανάκτησή της για τα ζώα που εγκαταλήφθηκαν στη φωτιά στην Αττική #φωτια #SpoilerAlert #Spoilers #spoiler #survivorGR #GiTisElias #Magissa #timoros #AgiosErotas #DiafaniAgapi #kalageramata #grandhotel https://t.co/anJZOMFyVQ,3,0
Mon Aug 12 21:28:29 +0000 2024,1823109326052991457,exact,@user Ας σβήσει πρώτα και μετά ας πούμε ότι θέλουμε.. Ναι δεν είναι μόνο η Αθήνα Ελλάδα.. Προέχει όμως να σβήσει η φωτιά που ανέβασες από το να το παίξουν 2 κανάλια..,2,0
Mon Aug 12 21:28:27 +0000 2024,1823109316716498999,exact,Η Ρούλα Κορομηλά δείχνει την αγανάκτησή της για τα ζώα που εγκαταλήφθηκαν στη φωτιά στην Αττική #φωτια #SpoilerAlert #Spoilers #spoiler #survivorGR #GiTisElias #Magissa #timoros #AgiosErotas #DiafaniAgapi #kalageramata #grandhotel https://t.co/anJZOMFyVQ,0,0
Mon Aug 12 21:28:13 +0000 2024,1823109256331034864,exact,Της άλλης φταίει η κυβέρνηση για τις φωτιές . Μωρή μουρλοκακομοίρα  χθες εμπρηστές έβαλαν σε 3 σημεία φωτιά στα Μέγαρα .,81,11
Mon Aug 12 21:28:11 +0000 2024,1823109250857722009,exact,@user Λίνα ως δημοσιογράφος μπορείς να ψάξεις να μας πεις λίγο τα raw αρχεία του engage το έγινε κ πήγαν τόσο καλά οι ανώτατοι της πυροσβεστικής στον συντονισμό; Επίσης φαίνονται στο σύστημα οι υδροφόρες των δήμων κ οι εθελοντές; Κ πως κατάφεραν να χάσουν μια καθαρά αγροτική φωτιά;,1,0
Mon Aug 12 21:28:11 +0000 2024,1823109249087713326,exact,ΑΦΙΕΡΩΜΕΝΟ!! #φωτια #φωτια_πεντελη #Βαρβαβας #Βριλήσσια #πυρκαγιά #μμε_ξεφτίλες #ΝΔ_ΣΥΜΜΟΡΙΑ   https://t.co/xlcbgxYjLC,0,0
Mon Aug 12 21:28:04 +0000 2024,1823109220222308535,exact,"@user Κε Πορτοσαλτε ,  Σας διαφεύγει το εξής βασικό , δεν υπάρχει η έννοια της διαχείρισης των δασών στην Ελλαδα. Και δεν υπάρχει γιατί η νομοθεσία μας έχει μείνει πίσω. Η φωτιά ξεκίνησε από το Βαρνάβα και πέρασε μέσα από άναρχα αναδασωμένες εκτάσεις.  Δεν μας σώζει κανένας ΠΟΛΙΤΙΚΟΣ.",8,0
Mon Aug 12 21:28:04 +0000 2024,1823109219882528786,exact,@user @user Ρε πάτε καλά ρε; Σιγά μην έχει πιάσει και φωτιά μεσοπέλαγα 😂,0,0
Mon Aug 12 21:27:36 +0000 2024,1823109103792660605,exact,"@user Η προσπάθεια συμψηφισμού κάθε πυρκαγιάς με την πυρκαγιά στο Μάτι θυμίζει το γνωμικό: ""μεταξύ τών τυφλών επικρατεί ο μονόφθαλμος"".....!",0,0
Mon Aug 12 21:27:26 +0000 2024,1823109059022594089,exact,"Μια απλή απορία/παρατήρηση που μπορεί να είναι και λανθασμένη:   Συγκριτικά με προηγούμενες καταστροφές της τελευταίας ας πούμε 2ετιας, γιατί δεν βλέπουμε Πρωθυπουργό, Περιφερειάρχη, Υπουργό Πολιτ Προ κλπ ; Νέο «κόλπο» αυτό;   #φωτια_πεντελη #φωτιά",1,0
Mon Aug 12 21:27:24 +0000 2024,1823109052726981059,exact,Εκφράζω την απόλυτη ευγνωμοσύνη μου στους πυροσβέστες που πέφτουν στη φωτιά για ψίχουλα . Υποκλίνομαι  #πυρκαγια,1,0
Mon Aug 12 21:27:16 +0000 2024,1823109019692564678,exact,Αγανάκτηση εξέφρασε η Σταματίνα Τσιμτσιλή για τη καταστροφή από τη μεγάλη φωτιά στην Αττική #φωτια #SpoilerAlert #Spoilers #spoiler #survivorGR #GiTisElias #Magissa #timoros #AgiosErotas #DiafaniAgapi #kalageramata #grandhotel https://t.co/hheIomhrOb,0,0
Mon Aug 12 21:27:04 +0000 2024,1823108970430521555,exact,Φωτιά στην Αττική: Μάχη με τις φλόγες για δεύτερο 24ωρο – Ανυπολόγιστη καταστροφή -  https://t.co/thlvamdYgZ https://t.co/46Sqlo1nsL,0,0
Mon Aug 12 21:27:04 +0000 2024,1823108967326761145,exact,@user Τε σύ Υπουργαρα @user δεν είχες προετοιμαστεί για τις οργανωμένες επιθέσεις 🥴🥴;;; #φωτιες #φωτιά,0,0
Mon Aug 12 21:27:02 +0000 2024,1823108958804152560,exact,"@user Δεν είναι τώρα η ώρα.με το Μάτι κάναμε 6 χρονια βα βγάλουμε άκρη. ...ενω τα,ξερατε απο εκεινη την ωρα...Είτε εσείς είτε οι άλλοι η πατρίδα,καίγεται κάθε καλοκαίρι",0,0
Mon Aug 12 21:26:54 +0000 2024,1823108925715251298,exact,Αγανάκτηση εξέφρασε η Σταματίνα Τσιμτσιλή για τη καταστροφή από τη μεγάλη φωτιά στην Αττική #φωτια  #SpoilerAlert #Spoilers #spoiler #survivorGR #GiTisElias #Magissa #timoros #AgiosErotas #DiafaniAgapi #kalageramata #grandhotel  https://t.co/hheIomhZDJ,0,0
Mon Aug 12 21:26:53 +0000 2024,1823108923353698388,exact,"Μουλε, ανάθεμα τη φάρα σου ξεφτυλισμενε.  Γυρνάω με έναν αναπτήρα να στον βαλω στο πάτο σου ρουφιάνε Ελληναρα   #πυρκαγιά #Βαρνάβα #φωτιατωρα #Πεντελη #φωτια",8,0
Mon Aug 12 21:26:40 +0000 2024,1823108867162570832,exact,"Φωτιά στην Αττική: Εξασθενημένοι οι άνεμοι τη νύχτα, μάχη με επίγειες δυνάμεις - Προσοχή τα ξημερώματα, λέει ο Κολυδάς https://t.co/ayPhd8dmxn https://t.co/dAyMhXjmrG",5,2
Mon Aug 12 21:25:55 +0000 2024,1823108677659717742,exact,#φωτια ⚠️🔥⚠️Ρούλα Κορομηλά για φωτιά στην Αττική: «Απανθρωπιά... Από εμένα τεράστια συγνώμη στα ζώα»⚠️🔥⚠️ https://t.co/uV13FhXrM1,2,1
Mon Aug 12 21:25:41 +0000 2024,1823108621988708815,exact,Η απουσία αντιπολίτευσης στη χώρα πιο αισθητή από ποτέ. #φωτιά,10,1
Mon Aug 12 21:25:38 +0000 2024,1823108606310428751,exact,"@user Να πυροβολήσουν τις φωτιές; Ή να κάνουν γοπινγκ; Πυροσβεστική λέγεται το σώμα που χρειάζεσαι ΕΥΗ μου, και πυροσβέστες αυτοί που το τρέχουν. Για να ξέρουμε τι ζητάμε.",0,0
Mon Aug 12 21:25:30 +0000 2024,1823108575889068160,exact,ΠΡΙΝ ΑΠΟ ΛΙΓΟ - ΒΙΝΤΕΟ ΑΠΟ ΤΗΝ ΜΕΓΑΛΗ ΦΩΤΙΑ ΣΤΟ ΠΡΩΗΝ ΣΤΡΑΤΟΠΕΔΟ «ΚΑΡΑΤΑΣΙΟΥ» ΣΤΗΝ ΠΟΛΙΧΝΗ ΘΕΣΣΑΛΟΝΙΚΗΣ  Γελάει ο Πρωθυπουργός   Παραιτηθείτε επιτέλους. Όλοι σας.  Δεν αντέχει πλέον αυτός ο τόπος το ζυγό και τη βρωμιά σας.   #φωτια  #Φωτια_τωρα  #φωτιατωρα  #Αττική  #Πυρκαγιά https://t.co/7BXegjdFdW,9,5
Mon Aug 12 21:25:28 +0000 2024,1823108567571812805,exact,#Φωτιά στην Αττική: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο #Μάτι - «Δεν έχω λόγια» https://t.co/af7GL6uZDX https://t.co/x6Nga20BdH,1,1
Mon Aug 12 21:25:23 +0000 2024,1823108545933382039,exact,@user Εύγε στους ανθρώπους του πεδίου που σε 36 ώρες κατάφεραν να περιορίσουν την τεράστια φωτιά.,0,0
Mon Aug 12 21:24:30 +0000 2024,1823108324042174938,exact,@user Θυμάμαι εκεί στα μέσα της δεκαετίας του 80 μία φωτιά που έκαψε το νότιο Πήλιο και μία την βόρεια Εύβοια με τι σχέδιο είχαν αντιμετωπιστεί και οι δύο . Έσβησαν στη θάλασσα.,5,0
Mon Aug 12 21:24:30 +0000 2024,1823108320644796663,exact,@user όταν σου καεί εσένα το σπίτι εσύ να βγαίνεις και να λες ευχαριστώ στο κράτος που δεν κάνει τίποτα και το αφήνει να καίγεται.   Αλλα από τον καναπέ μας και την φραπεδαρα μας ωραία είναι να ξεπλένουμε την κυβέρνηση βρίζοντας τους παθόντες.  σουργελο.,1,0
Mon Aug 12 21:24:11 +0000 2024,1823108242660335617,exact,Φωτιά στην Αττική: «Καμπανάκι» από Κολυδά για κίνδυνο αναζωπυρώσεων τα ξημερώματα https://t.co/w6gv1NPAxV #MadataGR #greeknews #eidiseis,0,0
Mon Aug 12 21:23:56 +0000 2024,1823108179972034714,exact,"@user Η αγανάκτηση αυτη δεν ειναι συ στον να σου βγαίνει ΤΗΝ ΩΡΑ που καίγεται το σπίτι σου. Εκει κοιτάς να σώσεις οτι μπορείς, οχι να βρίσεις.",1,0
Mon Aug 12 21:23:54 +0000 2024,1823108170405040589,exact,"Αν δεν υπάρχει ενεργό μέτωπο αλλά ταυτόχρονα στέλνουν 112 για εκκένωση του Βρανά Μαραθώνα τότε είναι δυο φορές μαλάκες, πράγμα που δε μου κάνει ουδεμία εντύπωσις...",3,0
Mon Aug 12 21:23:23 +0000 2024,1823108043308949817,exact,Φωτιά στην Αττική: Ολονύχτια μάχη με δεκάδες εστίες και αναζωπυρώσεις σε Πεντέλη και Μαραθώνα (vid) | Ειδήσεις για την Οικονομία | newmoney https://t.co/w6l83y0ri8 https://t.co/uai6RD7f5R,0,0
Mon Aug 12 21:23:13 +0000 2024,1823108000975843797,exact,Φωτιά στην Αττική: Ήχησε το 112 στην περιοχή Βρανά Μαραθώνα https://t.co/Ao7WT84W3n,0,0
Mon Aug 12 21:23:08 +0000 2024,1823107977144115697,exact,@user Λαϊκισμός είναι να δίνεις 4 δις για επιδόματα το χρονο αντί να περνεις πυροσβεστικά και όταν σου καίγεται το σπίτι να σου στέλνει πυροσβεστικά η Τουρκία,4,0
Mon Aug 12 21:22:23 +0000 2024,1823107791092924547,exact,"#φωτιά #πυρκαγια ξενερωσαν κ οι δημοσιογράφοι στα κανάλια , σταμάτησε η φωτια, δεν μπορούν να πουλήσουν τρόμο",0,0
Mon Aug 12 21:22:16 +0000 2024,1823107760440975821,exact,Nonews-NEWS: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο Μάτι. https://t.co/7QjczODrcd  Την υβρη ακολουθεί η νεμεσις...,6,3
Mon Aug 12 21:22:02 +0000 2024,1823107703142568418,exact,Πεντέλη: Παιχνίδι της μοίρας - Κάηκε το σπίτι του ανθρώπου που κατηγορήθηκε για τη φωτιά στο Μάτι | Flash https://t.co/yuD7aqh8L2 https://t.co/k3dqT5fDyQ,0,0
Mon Aug 12 21:21:52 +0000 2024,1823107660629028933,exact,"@user ΠΟΥΤΣΟΚΕΦΑΛΕ , ζήσε με τα φαντάσματα σου … σήμερα καίγεται η Αττική , χθες η Βόρεια. Εύβοια.. Έχουμε όμως Υπουργαρα @user και πρωθυπουργαρα @user",0,0
Mon Aug 12 21:21:46 +0000 2024,1823107636629487783,exact,@user Καίγεται το μουνί και μπατζάκια σας Νίκο.,1,1
Mon Aug 12 21:21:10 +0000 2024,1823107484422139956,exact,"@user @user Έρχεται και στο σπιτι σου η φωτιά περίμενε, να δω μέχρι ποτέ θα γλύφεις τον Κούλη",0,0
Mon Aug 12 21:21:08 +0000 2024,1823107474427380059,exact,#φωτια Όταν καίγεται η μισή Ελλάδα αλλά εσύ παίρνεις εκατομμύρια για να ασκήσεις δημοσιογραφια https://t.co/ExhzDUehpZ,2,0
Mon Aug 12 21:20:54 +0000 2024,1823107415119958294,exact,@user Τι τον νοιάζει;   Το σπίτι του καίγεται;    Πολύ Αριστερόστροφος!,1,0
Mon Aug 12 21:20:47 +0000 2024,1823107389127524654,exact,"Είπε να κάνει κι έναν σεισμό στη Χαλκιδική και πέρασε στα ψιλά με τη φωτιά. Ούτε μια γιαγιουλα τρομαγμένη, ούτε ρεπορτάζ με κάνα μπαρμα που είδε το πολυφωτο να πηγαίνει πέρα δώθε. Τίποτα.",3,0
Mon Aug 12 21:20:47 +0000 2024,1823107387399569873,exact,Δεν αφήνεις τις εξυπνάδες στο τουίτερ και να πιάσεις καμιά μάνικα που καίγεται το σπίτι σου και εσύ χτενίζεις το μνι σου; Ήρεμα το λέω https://t.co/I7gD6jHlGc,34,2
Mon Aug 12 21:20:45 +0000 2024,1823107378864349186,exact,"Καίγεται ο κώλος μας εδώ Μπαράκ, η λίστα σου μας μάρανε",0,0
Mon Aug 12 21:20:17 +0000 2024,1823107262434488808,exact,Φωτιά στην Αττική: Νέο μήνυμα του 112 για πυρκαγιά στην περιοχή Βρανά στον Μαραθώνα- 'Απομακρυνθείτε προς Νέα Μάκρη' https://t.co/xTkJvElTcT https://t.co/gPhpr1Xfha,0,0
Mon Aug 12 21:20:09 +0000 2024,1823107229081387334,exact,"@user Φε νομίζω ότι χρειάζεται πλέον πυρκαγιά. Τσουκου τσουκου το τρώνε το ταλαιπωρο δάσος. Κάτι στην Πυλαία που ξεσκ7στηκαν να χτίζουν, κάτι οι κοινότητες από 9ανω Ασβεστοχώρι κτλπ όλο μαντρια αξιοποιουνται. Ήρθε και ο flyover. Τι έμεινε;",1,0
Mon Aug 12 21:19:50 +0000 2024,1823107147083002205,exact,"Τώρα που έπιασε φωτιά στη Θεσσαλονίκη , ΜΕΣΑ στην πόλη, τα κανάλια θα πουν τίποτα ; Θα αφιερώσουν έστω δυο λεπτάκια ;  Ξεφτίλες https://t.co/tjru2c58w8",186,47
Mon Aug 12 21:19:44 +0000 2024,1823107122038722677,exact,@user Η αστυνομία τι ακριβώς κάνει στην φωτιά;,0,0
Mon Aug 12 21:19:34 +0000 2024,1823107080838148242,exact,Θεσσαλονίκη: Μεγάλη φωτιά στο πρώην στρατόπεδο Καρατάσιου https://t.co/6hrsu3gJe0,0,0
Mon Aug 12 21:19:31 +0000 2024,1823107067344834723,exact,"Στους τουρίστες μας για να μην τρομάξουν μπορεί να τους είπαν ότι δεν είναι φωτιά, είναι ηθοποιοί.",1,0
Mon Aug 12 21:19:24 +0000 2024,1823107039838556563,exact,"@user Όποιον και να ήθελε να βρίσει, εχει σημασία? Οταν καίγεται το σπίτι σου, κοίτα να βρίσεις καποιον ή να το σώσεις?",0,0
Mon Aug 12 21:19:22 +0000 2024,1823107032649814479,exact,Φωτιά στην Αττική: Πέντε πυροσβέστες τραυματίστηκαν ελαφρά https://t.co/EDsDlTJis2 https://t.co/GFG7uXJgDF,3,0
Mon Aug 12 21:19:12 +0000 2024,1823106987208663501,exact,ΕΜΠΡΗΣΜΟΣ! Συνελήφθησαν οι νεαροί που έβαλαν τη φωτιά στην Τερψιθέα Γλυφάδας! (φωτο&amp;βιντεο) https://t.co/ebvKd8wcxL https://t.co/BtQSgrS3ps,9,0
Mon Aug 12 21:19:08 +0000 2024,1823106970313687512,exact,Επιβεβαιώνονται όλα ακριβώς στην φωτιά στο #Μενοίκιο Επιτελικό κράτος που κατάντησε θερινό σινεμά. Τα βλέπουμε όλα από μακριά κ δεν αγγίζουμε τίποτα... #φωτιά,1,0
Mon Aug 12 21:19:06 +0000 2024,1823106965062430952,exact,Χαλάνδρι τώρα ! #Πεντελη #Πατημα_Χαλανδριου #πυρκαγιας #εκκένωση #ευπ  #Ροδόπολη #Αττικης #Διώνη #φωτιες #Φωτια_τωρα #Iran #Κικιλιας #Μαραθωνα #Μητσοτακης #ΔΕΘ #ΛΗΜΝΟΣ #Βαρβαβας https://t.co/bGJusamIgh,2,2
Mon Aug 12 21:19:02 +0000 2024,1823106945366073756,exact,Μυρίστηκε φαγάκι το τρωκτικό. #φωτιά #πυρκαγιά,3,1
Mon Aug 12 21:19:00 +0000 2024,1823106939175280730,exact,@user Το ζητημα ειναι το κινητρο. Δεν παιζει να τους καυλωσε και να πηγαν να εβαλαν φωτια,1,0
Mon Aug 12 21:18:59 +0000 2024,1823106935283224796,exact,@user @user να μας ενημερώσετε τι κάνετε και με την πρόληψη όταν με το καλό σβήσει η φωτιά,0,0
Mon Aug 12 21:18:55 +0000 2024,1823106919403303237,exact,Ήρθε κι η σειρά μας!   #Φωτιά και στη Θεσσαλονίκη το λοιπόν μες το Καρατάσου. https://t.co/5YtDSm9hNW,32,16
Mon Aug 12 21:18:55 +0000 2024,1823106915645419564,exact,για μια καρεκλα #πυρκαγια https://t.co/FBwiG29EaH,2,0
Mon Aug 12 21:18:52 +0000 2024,1823106905985696186,exact,@user Όχι είναι από τη φωτιά γενικά. Το έχω κ γω από το απόγευμα,0,0
Mon Aug 12 21:18:50 +0000 2024,1823106896024445371,exact,Δεν πιστεύω να είστε τίποτα ανόητοι και να πιστεύετε ότι θα μπουν ανεμογεννήτριες στα καμμένα; #skai_kseftiles #φωτια #μμε_ξεφτίλες #Μητσοτακης #μμε_ξεφτιλες #neronas #Πυροσβεστες #Πατημα_Χαλανδριου,5,0
Mon Aug 12 21:18:43 +0000 2024,1823106865284489250,exact,@user Αυτό μωρέ... Ας σχολιάσουμε πώς ξεκίνησε η φωτιά και όχι ότι ξεκίνησε από τον Βαρνάβα και έφτασε να καίει τα Βριλήσσια και το Χαλάνδρι σε 24 ώρες... Πόσα γίδια αντέχει αυτός ο τόπος άραγε?,1,0
Mon Aug 12 21:18:25 +0000 2024,1823106790927614001,exact,"Αυτό είναι για μέτωπα, τα Erickson είναι για τη σπίθα. #φωτια",1,0
Mon Aug 12 21:18:21 +0000 2024,1823106775635148942,exact,"@user @user Σιγά τη φωτιά. Από Ζαχαρω κατέληξε Αχαια (130χλμ) και ξανά από Ζαχαρω (η ίδια φωτιά, άλλη εστία) κατέληξε Αρκαδία (70χλμ). Το 2007 του Καραμανλή είναι αξεπέραστο. Κατά τα αλλα, πραγματικά τα έχασα μόλις ειδα στις 05:30 τη φωτιά στην πεντελη από την πλευρά του λεκανοπεδίου!",1,0
Mon Aug 12 21:18:16 +0000 2024,1823106752855810213,exact,"@user Βρε άχρηστε,με την κυβέρνηση των αρίστων αχρηστων,με το επιτελικό κράτος των ανίκανων,με τις ψηφιακές διακυβερνήσεως,καίγεται η Ελλάδα απ' άκρη σ' άκρη.Τομαρι,καίτε την Ελλάδα για να βάλετε Φουρφουρά που επηρεάζουν τον καιρό και μετά φταίει η κλιματική αλλαγή Ε;Ουστ αλήτη.Σιχαμα.",0,0
Mon Aug 12 21:18:13 +0000 2024,1823106742672060651,exact,στα χερια των ισχυρων ξενων που χρόνια την ζηλεύουν και καραδοκουν. #φωτια,0,0
Mon Aug 12 21:18:12 +0000 2024,1823106739199254960,exact,"Αφου δεν τα καταφεραν ακομα με τα στεγαστικα δανεια, το κανουν με τις φωτιες και τις πλημμύρες.Απλα δεν μας θέλουν εδώ.μας θέλουν έξω ,LANDOWNERS  DRAIN.γιατι όποιος δεν έχει σπίτι και βίος, δεν τον κρατάει τίποτα σε μια χαροκαμενη πατρίδα.Η όμορφη γη μας θα περάσει ⬇️ #φωτια",1,1
Mon Aug 12 21:18:12 +0000 2024,1823106736468705442,exact,@user Εντωμεταξύ στα ρεπορτάζ σε όλα τα κανάλια μόνο εθελοντές και μπατσους βλέπεις. Πυροσβεστική πουθενά.  Επιτελικό κράτος στα καλύτερα του.,4,0
Mon Aug 12 21:18:11 +0000 2024,1823106734862336341,exact,Ρε μαλάκες τι θα κάψετε του χρόνου;!;   #πυρκαγια #κλειστε_το,1,0
Mon Aug 12 21:18:10 +0000 2024,1823106728797282705,exact,@user Και ξέρεις ποιοί ξεχνάνε πρώτοι;  Οι πληγέντες  #φωτια,5,0
Mon Aug 12 21:18:08 +0000 2024,1823106722480685105,exact,Ευτυχώς που στη ΝΔ δεν ειναι όλοι ίδιοι.  @user παραιτησου να το πάρει ο Άδωνις. https://t.co/bwPw6aepXG #φωτια #φωτιες,1,0
Mon Aug 12 21:18:08 +0000 2024,1823106721386279152,exact,Νύχτα τρόμου πάλι. Εκτός ελέγχου η φωτιά στον Μαραθώνα. Το μέτωπο είναι πάνω από 500 μέτρα και κινείται προς την Λεωφόρο Μαραθώνα.  Εκκενώνεται ο οικισμός Βρανάς. https://t.co/ZVQZVzwoB2,93,35
Mon Aug 12 21:18:06 +0000 2024,1823106713173557387,exact,Τα νέας τεχνολογίας πυροσβεστικά μέσα είναι κομμάτι ακριβά αλλά πολύ αποτελεσματικά όμως. #φωτιες #Πυροσβεστική #πυρκαγιές #κυβερνηση_τσιρκο https://t.co/XL2ZCtPlS8,4,2
