Date;Tweet_ID;Username;Raw Text;Likes;Retweets;is_fire;is_forest;is_urban
Mon Aug 12 22:13:38 +0000 2024;1,82312E+18;la_vengeance;@KesyFZ Η κουβέντα αρχίζει και τελειώνει πως έχουν πάρει  την δασοπυροσβεση από την Δασική Υπηρεσία. Η κάθε περιοχή,το κάθε βουνό έχει την δικια του ιδιομορφία. Δεν κυνηγούσαν την φωτιά αλλά ήξεραν πού θα τους δωθεί η ευκαιρία να την σβήσουν και την έσβην;1;0;;;
Mon Aug 12 22:12:53 +0000 2024;1,82312E+18;Λουκιανός;Έχουμε νεκρό σε #φωτιά σύντροφοι https://t.co/Fy3S4St4bZ;0;0;;;
Mon Aug 12 22:12:26 +0000 2024;1,82312E+18;AntetoQ34;Αρχίσαμε να βρίσκουμε και νεκρούς   Δύναμη σε όλους εύχομαι   Υ.Γ Μην αρχίσετε όλα τα κομματοσκυλα να λέτε μαλακιες γιατί αν καταλαβαίνετε ξέρετε ότι όλοι έχουν βάλει το χέρι τους και όλοι οι πολιτικοί φταίνε...  Εδώ και χρόνια καίμε όλη την Ελλάδα φέτος ειπαμε για Αττική  #φωτιά;9;1;;;
Mon Aug 12 22:12:20 +0000 2024;1,82312E+18;black pit??;Φωτιά στην Αττική: Σορός απανθρακωμένης γυναίκας βρέθηκε στα Βριλήσσια https://t.co/UfJOnCG2PA;0;0;;;
Mon Aug 12 22:12:17 +0000 2024;1,82312E+18;Μαύρος Ίσκιος;@SinglOnhstikia Λεπτομέρειες. Η γενική εικόνα είναι βελτιωμένη. Πριν 30 χρόνια βρήκαν  μετά από φωτιά στην Πάρνηθα έναν νεκρό με μαγιό και βατραχοπέδιλα πάνω σε δέντρο . Τον είχε πάρει Σινούκ στον κάδο του κατά λάθος και τον έριξε στην κατάσβεση. Shit hap;2;0;;;
Mon Aug 12 22:12:16 +0000 2024;1,82312E+18;GEORGE DRACHTIDAKOS;Φωτιά στην Αττική: «Λυπάμαι που είμαι Έλληνας» &amp;;;;;
Mon Aug 12 22:12:13 +0000 2024;1,82312E+18;GEORGE DRACHTIDAKOS;Φωτιά στην Αττική: «Λυπάμαι που είμαι Έλληνας» &amp;;;;;
Mon Aug 12 22:12:06 +0000 2024;1,82312E+18;Πάνος Συνοδινός;@TzelaDelt @46spiros Βρε να ζητήσεις. Αν όμως ΤΗΝ ΩΡΑ που καίγεται το σπίτι σου εσυ κάθεσαι και ασχολείσαι με τέτοια, έχεις ή δεν έχεις πρόβλημα;;;;;
Mon Aug 12 22:10:46 +0000 2024;1,82312E+18;DoGgo;@ellada24 Τom Hardαλιας και Bill κιkillιας Δυάδα φωτιά;0;0;;;
Mon Aug 12 22:10:44 +0000 2024;1,82312E+18;αστυνόμος_μπέκας (inspector_bekas) 🔴⚪🔴;Εν ετει 2024 να καίγεται άνθρωπος 15 χιλιόμετρα από το κέντρο της Αθήνας από μια ανεξέλεγκτη πυρκαγιά 2 ημερών.. Ντροπή και μόνο... #φωτια;25;1;;;
Mon Aug 12 22:10:42 +0000 2024;1,82312E+18;LEON_ALBA;@andrikeloss Απλά, δείτε πως έσβησε η πυρκαγιά στο ίδιο μέρος (Βαρνάβας), το 2021! Ποιός θα αποζημιώσει την Ελλάδα από αυτές τις επιπτώσεις του εμπάργκο της Ε.Ε. στη Ρωσία?  Η φον ντερ Λάιεν? https://t.co/yHYNEmvnf3;3;3;;;
Mon Aug 12 22:10:13 +0000 2024;1,82312E+18;Makeleio.gr;Φωτιά στην Αττική: Αναζωπύρωση στη «γραμμή» Γραμματικού – Μαραθώνα https://t.co/zz4ATLamVE https://t.co/Jc8c8Z9h9A;2;0;;;
Mon Aug 12 22:10:12 +0000 2024;1,82312E+18;Makeleio.gr;Φωτιά στη Γλυφάδα – Χειροπέδες σε 2 μαθητές γυμνασίου https://t.co/pUoZTqPXfo https://t.co/3k9FSTEqOO;2;0;;;
Mon Aug 12 22:10:09 +0000 2024;1,82312E+18;Makeleio.gr;Δείτε τι πρέπει να κάνετε αν μπει καπνός από φωτιά στα μάτια σας! https://t.co/AXG84lQPza https://t.co/RmNvut6C9P;1;0;;;
Mon Aug 12 22:09:55 +0000 2024;1,82312E+18;petamenos;Όπως το πάνε,   σε λίγο θα μας βάλουν ανεμογεννήτριες και στον κωλο #πυρκαγιά #Φωτια_τωρα  #φωτια;14;0;;;
Mon Aug 12 22:09:55 +0000 2024;1,82312E+18;Chrisafina;#φωτιά #πυρκαγια  Διασώθηκαν και βρίσκονται στον σταθμό του dogs' voice στο Γαλάτσι. https://t.co/HZOyiAYmFc;24;66;;;
Mon Aug 12 22:09:21 +0000 2024;1,82312E+18;Kikki;Δεν έχω βρεθεί σε τέτοια κατάσταση με φωτιά και πραγματικά γενικά δεν είμαι τέρας ψυχραιμίας αλλά  έχω 5 γατιά,και τα 5 θα τα φόρτωνα σε γατοφόρους στο αμάξι και θα έφευγα.Πώς μπορείτε κάποιοι και τα εγκαταλείπετε,δεν σημαίνουν τίποτα για σας, δεν είναι οικογένεια;;;;;
Mon Aug 12 22:08:40 +0000 2024;1,82312E+18;👑Prince Immanuel ♑;Απανθρακωμένη σορός στο Πάτημα Χαλανδρίου. Καθήκια ούτε θα σας συγχωρήσουμε ποτέ #φωτιά;11;0;;;
Mon Aug 12 22:08:34 +0000 2024;1,82312E+18;Chrisafina;#φωτιά #πυρκαγιά  #Χάθηκε στην Νεα Πεντέλη. https://t.co/mITLpF5wMr;44;172;;;
Mon Aug 12 22:08:21 +0000 2024;1,82312E+18;Milevmaric;@TKoutsandrea Κανένα προτεκτοράτο δεν έπεσε για μια φωτιά. Σε λίγες ημέρες η πολιτική ατζέντα θα έχει αλλάξει πάλι;0;0;;;
Mon Aug 12 22:07:55 +0000 2024;1,82312E+18;red_salute🚩;Μιλαμε για καμμενο άνθρωπο μέσα στον αστικό ιστό της Αθήνας. Τα λογια περίσσεψαν. Η οργή ξεχειλίζει.  Το κράτος σας τρύπησε πατο. ΑΘΛΙΟΙ. #φωτια https://t.co/Sje2kIauDl;254;75;;;
Mon Aug 12 22:07:55 +0000 2024;1,82312E+18;slpress.gr;Απανθρακωμένη σωρός σε επιχείρηση στα Βριλήσσια – Η εικόνα από τα πύρινα μέτωπα - #Βριλησσια #φωτια #πυρκαγιά #Πυροσβεστες #πυροσβεστικη https://t.co/4eaOUmEG8B;4;1;;;
Mon Aug 12 22:07:37 +0000 2024;1,82312E+18;Εκκλησία Online;ΦΩΤΙΑ ΤΩΡΑ ΑΤΤΙΚΗ- Ο πρώτος νεκρός, βρέθηκε απανθρακωμένος σορός γυναίκας https://t.co/0QyVDsT5Pd;0;0;;;
Mon Aug 12 22:07:34 +0000 2024;1,82312E+18;Ιωάννα Άρμεν/ Πρώτα η Ελλάδα;Τζάμπα λεφτά για τα #drones ανίχνευσης φωτιάς, οι μίζες να μπαίνουν σε κάποιες τσέπες. Καίγεται πάλι η #Αττική, και η #πυροσβεστικη επιτηρεί τις βίλες. Υπεύθυνος ο καθένας πλην της #κυβερνηση_Μητσοτακη. #φωτια #Κικιλιας  #Μητσοτακης;10;4;;;
Mon Aug 12 22:07:34 +0000 2024;1,82312E+18;mr marvin;#φωτια δεν σας αρέσε η δασοφυλακη και η Αγροφυλακή ξεβολευε πόλλουσ παράνομους καταπατητές  οικοπεδοφσγους μεγάλο εργολάβους και ερασιτέχνες όπως και παράνομη υλοτομία και χιλια δυο άλλα και πιεσαν για κατάργηση.χωρα απατεώνων να καείτε όλοι σας αξίζει η φυση δεν φτάιει όμως;6;1;;;
Mon Aug 12 22:07:31 +0000 2024;1,82312E+18;Chrisafina;#φωτιά #πυρκαγιά  #Βρεθηκε στο Γέρακα. https://t.co/g9aFsSWuDj;59;196;;;
Mon Aug 12 22:07:31 +0000 2024;1,82312E+18;Palia Karavana;@Antimalax @bolltzmann @Darmand15766004 Όταν βάζεις φωτιά τα χωριά καίγονται γι αυτό άλλωστε  βάζουν την  φωτιά αλλά αυτοί που νοιάζονται δεν αφήνουν να καούν άνθρωποι Ναι ;;;;;
Mon Aug 12 22:07:23 +0000 2024;1,82312E+18;Τακης Χατζης;Φωτιά στην Αττική: Βρέθηκε απανθρακωμένη σορός γυναίκας σε κτήριο επιχείρησης στα Βριλήσσια https://t.co/hO3ng8o6xs;3;0;;;
Mon Aug 12 22:07:23 +0000 2024;1,82312E+18;Jazz Warrior;O ΠΘ οφείλει να εξηγήσει πειστικά στους πολίτες της Αθήνας πώς ξεκίνησε και γιατί έφτασε εκεί που έφτασε η πύρινη λαίλαπα μετά από τόση «προετοιμασία». Αν δεν μπορέσει να το κάνει οφείλει να παραιτηθεί ο ίδιος και να προκηρύξει εκλογές. Η ιστορία έχει επαναληφθεί πολλάκις  #φωτια;10;1;;;
Mon Aug 12 22:07:17 +0000 2024;1,82312E+18;Chris Avramidis;1 νεκρός άνθρωπος απ'τη #φωτια. @kmitsotakis Άμα δεν μπορείς να αποφύγεις τους θανάτους από #πυρκαγιά στην ίδια σου την πρωτεύουσα, άστο, παράτα το, πάνε στην Κομισιόν για αργομισθία. https://t.co/kWFTQybdOI;132;37;;;
Mon Aug 12 22:07:11 +0000 2024;1,82312E+18;Counselor;Σύμφωνα με αστυνομικές πηγές βρέθηκε από πυροσβέστες #απανθρακωμένη σορός πιθανόν #γυναίκας, εντός κτίσματος επαγγελματικής χρήσης στο #Πάτημα #Βριλησσίων.  #φωτια #πυρκαγιες #αττικη;6;4;;;
Mon Aug 12 22:07:03 +0000 2024;1,82312E+18;The Unstable One;@Reltoro37671309 Δε γίνεται να υποστηρίζεις αυτό το σιχαμενο κόμμα και να κουνάς το δάχτυλο σε άλλους ειδικά για τυμβωρυχια. Και εγώ χέστηκα, δεν ψηφίζω καν ΣΥΡΙΖΑ. Αλλά να φτάνει η φωτιά στην περιοχή μου και φασιστακια που δεν έχουν γράψει μισό τουί για ;3;0;;;
Mon Aug 12 22:07:02 +0000 2024;1,82312E+18;maryd;Μια γυναίκα κάηκε ζωντανή, μόνη . Δεν υπάρχουν λόγια...#φωτια;7;2;;;
Mon Aug 12 22:07:00 +0000 2024;1,82312E+18;errementari 🐺🌒🫎;@eleosfeugw Θέλει εθνική πολιτική για την Αθήνα να χωρίσουν ξανά οι πόλεις με όσο όγκο μπορούν να κρατήσουν και να δούμε μια Ελλάδα με άλλο μάτι, αλλιώς δεν υπάρχει ελπίδα. Και σκέψου η φωτιά δεν ήταν σε επίπεδα ΗΠΑ, αν ήταν όμως ;;;;;
Mon Aug 12 22:06:38 +0000 2024;1,82312E+18;Andreas Alexopoulos 🇺🇦;Πάτημα Βριλησσίων: Βρέθηκε απανθρακωμένη σορός – Οι πρώτες πληροφορίες κάνουν λόγο για γυναίκα https://t.co/7HxiUsyw8K μέσω @ #φωτια;5;2;;;
Mon Aug 12 22:06:37 +0000 2024;1,82312E+18;Kean Sonnery;@epaggelmatiassk Τέτοιες φωτιές δυσκολο να ελεγχθούν. Θέλει όλο τν χρόνο προετοιμασία, πρόληψη κ σχεδιασμό με αντιπυρικές ζώνες κ εύκολη πρόσβαση στα δάση. Άμα πιάσει φωτιά τελείωσε, μόνο με σωστή οργάνωση από πριν μπορεί να περιοριστεί.  Εθελοντής πυροσβ;;;;;
Mon Aug 12 22:05:24 +0000 2024;1,82312E+18;Ελ Μαντρί_γαλ;@kyriavoulagr @Johnnyhoston_2 Και που τα πήρε;;;;;
Mon Aug 12 22:05:20 +0000 2024;1,82312E+18;klara;Εδώ ο κόσμος καίγεται και τα μ@@@ια χτενιζονται. Να σιχαθουμε και το τουιτερ δηλαδη. Σκατενιοι δεξιοί πάτε παραλία, διακοπές, φάτε παγωτά, βούλωστε το #φωτια;5;0;;;
Mon Aug 12 22:05:19 +0000 2024;1,82312E+18;Paraskevas;@MarketElf Ο χάρτης αυτός είναι σχεδόν ίδιος κάθε χρόνο γιατί ο πλανήτης σε συγκεκριμένα δάση βιώνει τις ίδιες πυρκαγιές. Το ότι καίγεται και κάποιας άλλης πόλης ο αστικός ιστός μπορείς να το βρεις;;;;;
Mon Aug 12 22:05:07 +0000 2024;1,82312E+18;maria boukouvala;Σας ευχαριστούμε για όλα. Είστε οι ήρωες μας. #Πυροσβεστες #Πυροσβεστική #φωτιες #Φωτια_τωρα #φωτιατωρα #φωτια_πεντελη #φωτιά #πυρκαγιά #Athens #penteli https://t.co/WWZzgiVxXn;25;4;;;
Mon Aug 12 22:04:55 +0000 2024;1,82312E+18;ASTRATV;Φωτιά στην Αττική: Καμένη γυναίκα στο Πάτημα Βριλησσιών https://t.co/jZ6W77BDYj;0;0;;;
Mon Aug 12 22:04:54 +0000 2024;1,82312E+18;enikos.gr;Φωτιά στην Αττική: Νέο μήνυμα του 112 στον Μαραθώνα – «Παραμείνετε σε ετοιμότητα» https://t.co/Yy4IgjqikE;7;3;;;
Mon Aug 12 22:04:16 +0000 2024;1,82312E+18;Stefanos Tatsios;Μια εργαζόμενη γυναίκα έχασε τη ζωή της καθώς δεν πρόλαβε να ξεφύγει από την φωτιά στο χώρο εργασίας της στα Βριλήσσια   Για μια ακόμα φωτιά και πλημμύρα το επιτελικό κράτος δεν κοστίζει μόνο περιουσίες αλλά και το πιο σημαντικό πράγμα ζωές   Θλιψη... #φωτια #κυβερνηση_Μητσοτακη;77;6;;;
Mon Aug 12 22:04:14 +0000 2024;1,82312E+18;neakriti.gr;Το πρώτο θύμα της #πυρκαγιας #Αττικης | Απανθρακωμενη σορος -πιθανότατα γυναικάς- βρέθηκε στο #Πάτημα #Βριλησσίων. #Πυροσβεστική #φωτιες https://t.co/GvNt2Dlfcb;0;0;;;
Mon Aug 12 22:03:34 +0000 2024;1,82312E+18;Μαγκάιβερ;Η ατμόσφαιρα έξω μυρίζει εθνική απογοήτευση... #φωτιά;39;18;;;
Mon Aug 12 22:03:08 +0000 2024;1,82312E+18;Οmiros Τ;Ίδιος ο Ευχούλης! #Μητσοτάκης #ΝΔ_ΣΙΧΑΜΑΤΑ #φωτιά #πυρκαγιά https://t.co/VEafudQx5V;10;1;;;
Mon Aug 12 22:03:07 +0000 2024;1,82312E+18;Veritas;"@lovevoulis 1998 Αθήνα. ΥΕΑ Α' με 5 στρατιώτες υπό την ευθύνη μου. Άγνωστος αξ/κός διατάζει να τους στείλω με σκαπτικά ερ/εία μέσα στη φωτιά. Δεν υπακούω κ' απαντά: δόκιμε, ταγματάρχης διατάζει. Για καλή μου τύχη μας βλέπει πυροσβέστης και φωνάζει: ""πίσω ";0;0;;;
Mon Aug 12 22:03:06 +0000 2024;1,82312E+18;Binio;@maniatis_kinik Παπαριές, ανικανότητα των ΟΤΑ να καθαρίσουν τα επικυνδυνα για πυρκαγιά μέρη, να φτιάξουν δασικούς δρόμους και ανυιπυρικες. Επειδή η τοπική αυτοδιοίκηση είναι για τον πουτσο δεν θα γράφουμε μαλακίες εδώ μέσα. Ας ξεκινήσουμε με την κατάργηση;6;0;;;
Mon Aug 12 22:03:04 +0000 2024;1,82312E+18;𝙰 𝚝 𝚑 𝚒 𝚗 𝚎 𝚘 𝚜 🦋;Αν τους γαμήσουμε μια μέρα, δεν θα φταίμε εμείς αλλά το φαινόμενο των κηλιδώσεων #φωτιά;5;0;;;
Mon Aug 12 22:02:56 +0000 2024;1,82312E+18;Vasilis Frappe;@SinodinosP Σωστά, εγώ δεν θα έβριζα κράτος κλπ, θα έβριζα την φωτιά και το σπίτι που έκατσε να καεί. Κρατώντας κουβά με νερό με την μάπα του Κικίλια επάνω, για το φετίχ. Άσε μας ρε μεγάλε.;0;0;;;
Mon Aug 12 22:02:45 +0000 2024;1,82312E+18;olga zouva;#φωτια #Αττικης  Ευτυχώς σταματησε ο αερας κ επιασαν οι προσευχες στο Νταου Πεντελης #Κρατοςκαρικατουρα;7;1;;;
Mon Aug 12 22:02:38 +0000 2024;1,82312E+18;Leeloo;Όταν καίγεται το σπίτι σου, για να μην σε κρίνει το κάθε γίδι, καίγεσαι ζωντανός γιατί τα κουβαδάκια σου δεν αρκούν για να σβήσεις την #φωτιά καλά τα λέει #Μητσοτακη_γαμιέσαι #crime_minister;7;1;;;
Mon Aug 12 22:02:34 +0000 2024;1,82312E+18;mpampis;Πάντως ο ελληνικός λαός δείχνει σωστή διαγωγή όταν καίγεται το σπίτι του, όταν δεν έχει ιατρο στο νοσοκομείο, όταν πληρώνει την υψηλότερη ενέργεια της Ευρώπης κτλ κτλ.  Μην τυχόν κ του πούνε τα ΜΜΕ πως είναι λαϊκιστής κ αμόρφωτος.  Ναι μιλάμε για τόσο χαμηλή αυτοπεποίθηση;1;0;;;
Mon Aug 12 22:02:20 +0000 2024;1,82312E+18;epipedo14;@kmitsotakis πρόεδρε η «μπαταρία» της Ευρώπης πήρε φωτιά και καίγεται!;0;0;;;
Mon Aug 12 22:02:01 +0000 2024;1,82312E+18;ARISTOSMAXIMUS ☦️🖋️🗡️;#φωτια  - Πάει, πέρασε. Ξεχάστε τα όλα! (η εφεξής κυβερνητική γραμμή) https://t.co/snSEgJ6UkJ;2;0;;;
Mon Aug 12 22:01:53 +0000 2024;1,82312E+18;μισελενάτος ζαχαροπλάστης;Αν κάποιος δεν έχει ιδέα από τεχνολογία θα πει ότι λογικό η τεχνητή νοημοσύνη να μη βοήθησε ιδιαίτερα στην αντιμετώπιση των πυρκαγιών γιατί «ποσο πχια να αναπτύχθηκε κι αυτή μέσα σε έναν χρόνο;;;;;
Mon Aug 12 22:01:34 +0000 2024;1,82312E+18;LiTtLe MeRmAiD🎀🌞🍬;Αφήστε λίγο πράσινο να δουν κ τα παιδιά μας.....#φωτια;7;1;;;
Mon Aug 12 22:01:32 +0000 2024;1,82312E+18;μαιρη σβυρου;Η άλλη λέει εκεί που περπατούσε μέσα στις φωτιες βρήκε κάτι διαβατήρια και μάλιστα κατάλαβε ότι είναι πλαστα.Μας δούλευαν οι μεγάλοι τώρα μας δουλεύουν και οι μικροί που θέλουν να γίνουν μεγάλοι δημοσιοκαφροι.Οχι στην καμπούρα μας παιδιά,αρκετούς ταΐσαμε. #φωτια  #πυρκαγιά;14;2;;;
Mon Aug 12 22:01:31 +0000 2024;1,82312E+18;Pandoras_Box_🪬;Ανάγκες Παλαι Γαλατσίου 00:50 @DogsVoiceGR #Φωτια_τωρα #ΦΩΤΙΑ_ΑΤΤΙΚΗ #φωτια #Πυρκαγία https://t.co/bpcQpbYp9f;1;3;;;
Mon Aug 12 22:01:22 +0000 2024;1,82312E+18;Penny Rage;Απανθρακωμένη σορός βρέθηκε σε κτίριο στο #Πατημα_Βριλησσιων   #πατημα #Βριλησσια #φωτια #πυρκαγια;12;1;;;
Mon Aug 12 22:01:20 +0000 2024;1,82312E+18;stARIS;Πόσο ταιριαστό σύμβολο ο πυρσός για το σήμα της ΝΔ πάντως, ε;;;;;
Mon Aug 12 22:01:18 +0000 2024;1,82312E+18;ΤRiNiTy;Δεν εχουμε ανθρωπινες απωλειες ε?Γαμω τα κωλοσπιτάκια σας να σας παρει ο διαολος #πυρκαγια #φωτια #Φωτια_τωρα https://t.co/32OLh15YpW;16;4;;;
Mon Aug 12 22:01:07 +0000 2024;1,82312E+18;Κήρυξ;Αυτός ο υπουργός κλιματικής κρίσης γιατί δεν έχει φύγει ακόμα να κρυφτεί ,τι έχει κάνει για να προστατευτεί ο κόσμος ,τα ζώα ,η φύση .Γιατι πληρώνουμε τόσους φόρους και πληρώνουμε άχρηστους χωρίς να προσφέρουν καμία ασφάλεια στους πολίτες ;;;;;
Mon Aug 12 22:01:04 +0000 2024;1,82312E+18;Artaetos;Εντοπίστηκε σορός απανθρακωμένης γυναίκας,δεν ξέρω πόσα μέτρα σε στρέμματα.  #φωτια  #φωτια_πεντελη  #μητσοτακη_παραιτησου;10;3;;;
Mon Aug 12 22:01:04 +0000 2024;1,82312E+18;Lucy Papadopoulou;https://t.co/AlI6kRglT3 | Φωτιά Αττική: Σοκαρισμένη η ρεπόρτερ με σπίτι που παραδόθηκε στις φλόγες - Βρίσκονται άνθρωποι https://t.co/5Hwe8NAmTL https://t.co/GO59FI3PV8;0;0;;;
Mon Aug 12 22:01:00 +0000 2024;1,82312E+18;XCV2020;@josephstalkin Σα να πήρε φωτιά στο αεροδρόμιο και να έφτασε να καίει πρώτες κατοικίες Χαριλάου Πυλαία Άνω Τούμπα και Άνω Πόλη πχ;2;0;;;
Mon Aug 12 22:00:39 +0000 2024;1,82312E+18;isidore dontas;@PrimeministerGR Εδώ ο κόσμος καίγεται, βαρκούλες αρμενίζουν.  Πας γραμμή για 3%. Συνιστώσα του ΣΥΡΙΖΑ έγινες;1;0;;;
Mon Aug 12 22:00:38 +0000 2024;1,82312E+18;Mark;Διεθνισμός είναι να κόβεις λεφτά απο πυροσβεστικά για να τα δίνεις σε λάθρομεταναστες για να βα ουν φωτιές και να κόβεις και από τα όπλα, γιατί αν δεν έχεις χώρα δεν μπορεί να παρει φωτιά. https://t.co/imGyg2XpQA;0;0;;;
Mon Aug 12 22:00:37 +0000 2024;1,82312E+18;mr marvin;@Kyma1917654 Ποια είναι η αλληλεγγύη ρε βλάκα που κρατάνε δέκα μαλακές ένα λάστιχο και κανείς να μην το κράταγε την ίδια δούλεια έκανε.ηλιθιοι καειτε να ησυχάσουμε #φωτια;2;0;;;
Mon Aug 12 22:00:30 +0000 2024;1,82312E+18;MSN Greece;Άνω Γλυφάδα: 2 ύποπτοι για τη φωτιά- Δεν υπάρχουν συλλήψεις https://t.co/V5ZOwXILIb;0;0;;;
Mon Aug 12 21:59:57 +0000 2024;1,82312E+18;T£@¥@...¢h¶|$.¶®•©;@PANOSPSL Μπράβο στείλατε αστυνομικούς στην φωτιά!Μετά στείλτε τους κ στα νοσοκομεία να κάνουν κ εγχειρήσεις;0;0;;;
Mon Aug 12 21:59:54 +0000 2024;1,82312E+18;Tantalos;https://t.co/1Gvxup7sj8  Αυτό κολλάει παντού , και για Τουρκία και για #φωτια και για #πυρκαγιά και για #πλημμύρες #μητσ;1;1;;;
Mon Aug 12 21:59:46 +0000 2024;1,82312E+18;Penny Rage;Κι άλλο 112 για #Μαραθωνα ... Πάντως και το μέτωπο πάνω από το κέντρο υγείας  #ΝεαΜακρη  είναι πιο δυνατό από πριν... από ελένη πρωτόπαπα  πριν 18 λεπτά #Φωτια_τωρα #φωτια #φωτιατωρα #πυρκαγιά #Νεα_Μακρη #Μαραθωνας https://t.co/2B3ffQgJep;6;5;;;
Mon Aug 12 21:59:42 +0000 2024;1,82312E+18;Βασίλης Γκ;Πάντως αν καταφέρουν κ σας πείσουν κ τώρα ότι είναι φυσιολογικό που μια φωτιά κάνει βόλτες 40 χιλιόμετρα κ κόντεψε να φτάσει στο κέντρο της Αθήνας, τι να πω μπράβο τους, ίσως τους ψηφίσω κ εγώ;0;0;;;
Mon Aug 12 21:59:30 +0000 2024;1,82312E+18;Crossfitmoments;Η φωτιά έφτασε δύο σπίτια πιο κάτω από το σπίτι της θείας μου στην Πεντέλη...Μέσα σε αυτό το χάος,Ρομα βρήκαν την ευκαιρία να μπουκαρουν σε σπίτι.Δεν είναι όλοι βέβαια το ίδιο,αλλά, δυστυχώς πάντα άνθρωποι που έχουν μεγαλώσει σε γκέτο,θα συμπεριφέρονται έτσι.;15;1;;;
Mon Aug 12 21:59:16 +0000 2024;1,82312E+18;naftemporiki.gr;Φωτιά στην Αττική: Πληροφορίες για νεκρή γυναίκα μέσα σε κτίριο στο Πάτημα Βριλησσίων https://t.co/8KgHNzbDIX;1;0;;;
Mon Aug 12 21:59:05 +0000 2024;1,82312E+18;axtarmas c;@lovevoulis 12·08·2024 16:20: Σύμφωνα με το ρεπορτάζ του «Alpha», ο στρατός θα στείλει και έξι ομάδες «Ξενοκράτης» και δύο ομάδες «Δευκαλίων», ενώ σε συντονισμό με την Αστυνομία και την Πυροσβεστική θα πραγματοποιούνται περιπολίες, ακόμη και με δίκυκλα. h;5;0;;;
Mon Aug 12 21:59:03 +0000 2024;1,82312E+18;(α) Ρεηηy (for yoυr τhoυghτς);@Koutsoukosdim @_SimonLeone @rosa_progress Γραφεις No fire κ ποσταρεις φωτογραφία που δείχνει φωτιά! Εσύ για να πειστεις ότι η φωτιά έφτασε στο Αστεροσκοπείο έπρεπε να καεί το Αστεροσκοπείο;;;;;
Mon Aug 12 21:59:01 +0000 2024;1,82312E+18;Aggelos Chorianopoulos 𝕏;@Dimitrisgiann14 Πολλοί αφηνουν τα ξερα τους χόρτα έξω από τα σπίτια τους. Καλα κάνουν τα περίπολα. Και η πυροσβεστική το κάνει αν χρειαστεί;1;0;;;
Mon Aug 12 21:59:00 +0000 2024;1,82312E+18;χώρος_Μινκόβσκι;@NikosMichael6 Όταν θα έρθουν όλοι αυτοί θα την εχουμε σβήσει την φωτιά μόνη μας . Εμείς μετά χέρια μας χωρίς καμία βοήθεια .  Μπράβο στους αλληλέγγυους μπράβο σε όσους πάλεψαν και παλεύουν δίπλα δίπλα ο ένας για τον άλλο .;1;0;;;
Mon Aug 12 21:58:54 +0000 2024;1,82312E+18;𝒟𝒾𝓂𝒾𝓉𝓇𝒶❦;Πως πήγε η φωτιά στο Χαλάνδρι ;;;;;
Mon Aug 12 21:58:41 +0000 2024;1,82312E+18;GeorgeX;@contechristo @olga48778863 Επειδή έχουν ακουστεί αρκετά τέτοια. Δεν ισχύει κάτι τέτοιο. Στην ελάχιστη θητεία του στην Ελλάδα πραγματοποίησε παρά πολλές ώρες πτήσης ακόμα και στην φωτιά της Βαρυμπόμπης με μεγάλη επιτυχία. Στοιχεία από τον Βερύκιο για την ;0;0;;;
Mon Aug 12 21:58:14 +0000 2024;1,82312E+18;Οmiros Τ;Τώρα θα σου πουν κάποια αρχίδια ότι δεν υπάκουσε στις εντολές των αστυνομικών! Για τόσο αρχίδια μιλάμε. #ΝΔ_ΣΙΧΑΜΑΤΑ #φωτιά #πυρκαγιά;17;1;;;
Mon Aug 12 21:57:39 +0000 2024;1,82312E+18;hope_road_56;Σε λίγο θα παρακαλάμε τον Ερντογάν να έρθει να μας σώσει   #φωτιες #πυρκαγιά  #ΝΔ_εγκληματικη_εργανωση  #Μητσοτάκη_παραιτήσου;5;2;;;
Mon Aug 12 21:57:37 +0000 2024;1,82312E+18;🖤 Dimis13🖤;Τελικά η φωτιά κόστισε μια ανθρώπινη ζωή! 😞#Φωτια;8;0;;;
Mon Aug 12 21:57:36 +0000 2024;1,82312E+18;LEON_ALBA;ΦΟΒΕΡΑ ΑΝΑΚΛΑΣΤΙΚΑ έδειξε ο Ευρωπαικός Μηχανισμός Πολιτικής Προστασίας! Έρχονται ...ΑΥΡΙΟ! Για να κάνουν ΤΙ? Μόλις πριν από λίγο, η Πυροσβεστική ανακοίνωσε: Δεν υπάρχει ενεργό μέτωπο, μόνο διάσπαρτες εστίες! https://t.co/8NpsWzt0Dr;0;0;;;
Mon Aug 12 21:57:29 +0000 2024;1,82312E+18;St TH;@bolltzmann Επι Παττακού η τελευταία μεγάλη απώλεια, όχι όμως απο φωτιά.  https://t.co/mhjLn6P9mJ;1;0;;;
Mon Aug 12 21:57:22 +0000 2024;1,82312E+18;Maria telwnh;Μια ωρα το ΣΚΑΙ δειχνει να καίγονται ξυλα με τιτλο χωρις πύρινα μέτωπα η πυρκαγιά  Το open λεει οτι στέλνονται μηνύματα απο το 112 για επικίνδυνη αναζωπύρωση στον Μαραθωνα Η Κουβελιωτη στο twitter αναφέρει οτι υπάρχουν πληροφορίες για απανθρακωμένη γυναίκα στο Πατημα #φωτια;14;0;;;
Mon Aug 12 21:57:16 +0000 2024;1,82312E+18;Δήμητρα Κ.;@KostasKostaras @aikarerina Ήθελαν να τους ρίξουν στη....φωτιά;0;0;;;
