Date;Tweet_ID;Raw Text;Likes;Retweets;is_fire;is_wildland;is_urban
Mon Aug 12 22:11:36 +0000 2024;1,82E+18;;13;4;;;
Mon Aug 12 22:11:15 +0000 2024;1,82E+18;;4;1;;;
Mon Aug 12 22:11:10 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:11:05 +0000 2024;1,82E+18;;6;1;;;
Mon Aug 12 22:11:05 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 22:11:00 +0000 2024;1,82E+18;;103;18;;;
Mon Aug 12 22:10:46 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:10:44 +0000 2024;1,82E+18;;25;1;;;
Mon Aug 12 22:10:42 +0000 2024;1,82E+18;;3;3;;;
Mon Aug 12 22:10:13 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 22:10:12 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 22:10:09 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 22:09:55 +0000 2024;1,82E+18;;14;0;;;
Mon Aug 12 22:09:55 +0000 2024;1,82E+18;;24;66;;;
Mon Aug 12 22:09:21 +0000 2024;1,82E+18;;17;2;;;
Mon Aug 12 22:08:40 +0000 2024;1,82E+18;;11;0;;;
Mon Aug 12 22:08:34 +0000 2024;1,82E+18;;44;172;;;
Mon Aug 12 22:08:21 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:07:55 +0000 2024;1,82E+18;;254;75;;;
Mon Aug 12 22:07:55 +0000 2024;1,82E+18;;4;1;;;
Mon Aug 12 22:07:37 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:07:34 +0000 2024;1,82E+18;;10;4;;;
Mon Aug 12 22:07:34 +0000 2024;1,82E+18;;6;1;;;
Mon Aug 12 22:07:31 +0000 2024;1,82E+18;;59;196;;;
Mon Aug 12 22:07:31 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:07:23 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 22:07:23 +0000 2024;1,82E+18;;10;1;;;
Mon Aug 12 22:07:17 +0000 2024;1,82E+18;;132;37;;;
Mon Aug 12 22:07:11 +0000 2024;1,82E+18;;6;4;;;
Mon Aug 12 22:07:03 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 22:07:02 +0000 2024;1,82E+18;;7;2;;;
Mon Aug 12 22:07:00 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:06:39 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:06:38 +0000 2024;1,82E+18;;5;2;;;
Mon Aug 12 22:06:37 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:06:28 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 22:06:10 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:06:00 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:05:49 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 22:05:43 +0000 2024;1,82E+18;;5;1;;;
Mon Aug 12 22:05:31 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:05:30 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:05:24 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 22:05:20 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 22:05:19 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 22:05:07 +0000 2024;1,82E+18;;25;4;;;
Mon Aug 12 22:04:55 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:04:54 +0000 2024;1,82E+18;;7;3;;;
Mon Aug 12 22:04:16 +0000 2024;1,82E+18;;77;6;;;
Mon Aug 12 22:04:14 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:03:34 +0000 2024;1,82E+18;;39;18;;;
Mon Aug 12 22:03:08 +0000 2024;1,82E+18;;10;1;;;
Mon Aug 12 22:03:07 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:03:06 +0000 2024;1,82E+18;;6;0;;;
Mon Aug 12 22:03:04 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 22:02:56 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:02:45 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 22:02:38 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 22:02:34 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 22:02:20 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:02:01 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 22:01:53 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 22:01:34 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 22:01:32 +0000 2024;1,82E+18;;14;2;;;
Mon Aug 12 22:01:31 +0000 2024;1,82E+18;;1;3;;;
Mon Aug 12 22:01:22 +0000 2024;1,82E+18;;12;1;;;
Mon Aug 12 22:01:20 +0000 2024;1,82E+18;;13;2;;;
Mon Aug 12 22:01:18 +0000 2024;1,82E+18;;16;4;;;
Mon Aug 12 22:01:07 +0000 2024;1,82E+18;;7;3;;;
Mon Aug 12 22:01:04 +0000 2024;1,82E+18;;10;3;;;
Mon Aug 12 22:01:04 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:01:00 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 22:00:39 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 22:00:38 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 22:00:37 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 22:00:30 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:59:57 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:59:54 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:59:46 +0000 2024;1,82E+18;;6;5;;;
Mon Aug 12 21:59:42 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:59:30 +0000 2024;1,82E+18;;15;1;;;
Mon Aug 12 21:59:16 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:59:05 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 21:59:03 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:59:01 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:59:00 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:58:54 +0000 2024;1,82E+18;;7;0;;;
Mon Aug 12 21:58:41 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:58:14 +0000 2024;1,82E+18;;17;1;;;
Mon Aug 12 21:57:39 +0000 2024;1,82E+18;;5;2;;;
Mon Aug 12 21:57:37 +0000 2024;1,82E+18;;8;0;;;
Mon Aug 12 21:57:36 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:57:29 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:57:22 +0000 2024;1,82E+18;;14;0;;;
Mon Aug 12 21:57:16 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:56:48 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:56:38 +0000 2024;1,82E+18;;5;1;;;
Mon Aug 12 21:56:17 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:56:05 +0000 2024;1,82E+18;;14;5;;;
Mon Aug 12 21:56:05 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:55:30 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:55:21 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:55:20 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 21:54:47 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:54:37 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:54:27 +0000 2024;1,82E+18;;55;12;;;
Mon Aug 12 21:53:57 +0000 2024;1,82E+18;;6;1;;;
Mon Aug 12 21:53:43 +0000 2024;1,82E+18;;3;2;;;
Mon Aug 12 21:53:10 +0000 2024;1,82E+18;;9;3;;;
Mon Aug 12 21:53:00 +0000 2024;1,82E+18;;5;1;;;
Mon Aug 12 21:52:58 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:52:38 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:52:28 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:52:24 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:52:02 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:51:59 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:51:47 +0000 2024;1,82E+18;;6;0;;;
Mon Aug 12 21:51:45 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:51:32 +0000 2024;1,82E+18;;6;0;;;
Mon Aug 12 21:51:19 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:50:37 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:50:24 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:50:19 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:50:16 +0000 2024;1,82E+18;;4;1;;;
Mon Aug 12 21:50:05 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:49:54 +0000 2024;1,82E+18;;58;7;;;
Mon Aug 12 21:49:50 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:49:46 +0000 2024;1,82E+18;;10;2;;;
Mon Aug 12 21:49:32 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:49:26 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:49:20 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 21:49:12 +0000 2024;1,82E+18;;4;2;;;
Mon Aug 12 21:49:05 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:49:02 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:48:57 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:48:50 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:48:41 +0000 2024;1,82E+18;;27;18;;;
Mon Aug 12 21:48:10 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:48:03 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:47:31 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:47:06 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:47:05 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:46:54 +0000 2024;1,82E+18;;8;4;;;
Mon Aug 12 21:46:53 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:46:46 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:46:46 +0000 2024;1,82E+18;;17;3;;;
Mon Aug 12 21:46:21 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:45:58 +0000 2024;1,82E+18;;15;1;;;
Mon Aug 12 21:45:47 +0000 2024;1,82E+18;;2;1;;;
Mon Aug 12 21:44:54 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:44:47 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:44:29 +0000 2024;1,82E+18;;5;2;;;
Mon Aug 12 21:44:21 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:44:16 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:44:05 +0000 2024;1,82E+18;;4;1;;;
Mon Aug 12 21:43:59 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:43:36 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:43:31 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:43:29 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:43:17 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:43:12 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:42:53 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:42:26 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:42:14 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:42:05 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:42:01 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:41:49 +0000 2024;1,82E+18;;161;26;;;
Mon Aug 12 21:41:28 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:41:14 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:40:47 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:40:41 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:40:25 +0000 2024;1,82E+18;;7;3;;;
Mon Aug 12 21:40:23 +0000 2024;1,82E+18;;0;1;;;
Mon Aug 12 21:40:05 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:39:56 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:39:45 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:39:44 +0000 2024;1,82E+18;;13;1;;;
Mon Aug 12 21:39:44 +0000 2024;1,82E+18;;21;0;;;
Mon Aug 12 21:39:42 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:39:38 +0000 2024;1,82E+18;;4;2;;;
Mon Aug 12 21:39:25 +0000 2024;1,82E+18;;4;2;;;
Mon Aug 12 21:39:20 +0000 2024;1,82E+18;;14;1;;;
Mon Aug 12 21:39:16 +0000 2024;1,82E+18;;6;1;;;
Mon Aug 12 21:39:06 +0000 2024;1,82E+18;;4;1;;;
Mon Aug 12 21:39:02 +0000 2024;1,82E+18;;9;1;;;
Mon Aug 12 21:38:51 +0000 2024;1,82E+18;;9;0;;;
Mon Aug 12 21:38:40 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:38:25 +0000 2024;1,82E+18;;9;4;;;
Mon Aug 12 21:38:23 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:38:21 +0000 2024;1,82E+18;;49;11;;;
Mon Aug 12 21:38:19 +0000 2024;1,82E+18;;2;1;;;
Mon Aug 12 21:38:16 +0000 2024;1,82E+18;;11;3;;;
Mon Aug 12 21:38:13 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:38:03 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:37:53 +0000 2024;1,82E+18;;56;4;;;
Mon Aug 12 21:37:53 +0000 2024;1,82E+18;;2;2;;;
Mon Aug 12 21:37:45 +0000 2024;1,82E+18;;77;28;;;
Mon Aug 12 21:37:22 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:37:10 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:37:02 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:37:00 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:36:46 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:36:22 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:36:16 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:36:14 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:36:06 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:35:10 +0000 2024;1,82E+18;;8;1;;;
Mon Aug 12 21:34:53 +0000 2024;1,82E+18;;11;1;;;
Mon Aug 12 21:34:32 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:34:27 +0000 2024;1,82E+18;;50;10;;;
Mon Aug 12 21:34:25 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:34:19 +0000 2024;1,82E+18;;3;4;;;
Mon Aug 12 21:34:09 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:34:05 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:33:59 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:33:37 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:33:31 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:33:25 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:33:23 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:33:16 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:33:12 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:33:12 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:33:07 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:33:02 +0000 2024;1,82E+18;;6;0;;;
Mon Aug 12 21:32:56 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:32:24 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:32:14 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:32:12 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:32:10 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:31:48 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:31:47 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:31:47 +0000 2024;1,82E+18;;23;0;;;
Mon Aug 12 21:31:43 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:31:06 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:30:59 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:30:53 +0000 2024;1,82E+18;;11;3;;;
Mon Aug 12 21:30:42 +0000 2024;1,82E+18;;5;4;;;
Mon Aug 12 21:30:39 +0000 2024;1,82E+18;;6;0;;;
Mon Aug 12 21:30:39 +0000 2024;1,82E+18;;4;1;;;
Mon Aug 12 21:30:32 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:30:32 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:30:26 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:30:23 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:30:11 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:30:07 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:30:03 +0000 2024;1,82E+18;;6;1;;;
Mon Aug 12 21:29:54 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:29:53 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:29:50 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:29:44 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:29:33 +0000 2024;1,82E+18;;9;3;;;
Mon Aug 12 21:29:29 +0000 2024;1,82E+18;;2;1;;;
Mon Aug 12 21:29:28 +0000 2024;1,82E+18;;3;2;;;
Mon Aug 12 21:29:28 +0000 2024;1,82E+18;;2;1;;;
Mon Aug 12 21:29:24 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:29:11 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:28:59 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:28:43 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:28:29 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:28:27 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:28:13 +0000 2024;1,82E+18;;81;11;;;
Mon Aug 12 21:28:11 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:28:11 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:28:04 +0000 2024;1,82E+18;;8;0;;;
Mon Aug 12 21:28:04 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:27:36 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:27:26 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:27:24 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:27:16 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:27:04 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:27:04 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:27:02 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:26:54 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:26:53 +0000 2024;1,82E+18;;8;0;;;
Mon Aug 12 21:26:40 +0000 2024;1,82E+18;;5;2;;;
Mon Aug 12 21:25:55 +0000 2024;1,82E+18;;2;1;;;
Mon Aug 12 21:25:41 +0000 2024;1,82E+18;;10;1;;;
Mon Aug 12 21:25:38 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:25:30 +0000 2024;1,82E+18;;9;5;;;
Mon Aug 12 21:25:28 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:25:23 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:24:30 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 21:24:30 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:24:11 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:23:56 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:23:54 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:23:23 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:23:13 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:23:08 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:22:23 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:22:16 +0000 2024;1,82E+18;;6;3;;;
Mon Aug 12 21:22:02 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:21:52 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:21:46 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:21:10 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:21:08 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:20:54 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:20:47 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:20:47 +0000 2024;1,82E+18;;34;2;;;
Mon Aug 12 21:20:45 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:20:17 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:20:09 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:19:50 +0000 2024;1,82E+18;;186;47;;;
Mon Aug 12 21:19:44 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:19:34 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:19:31 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:19:24 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:19:22 +0000 2024;1,82E+18;;3;0;;;
Mon Aug 12 21:19:12 +0000 2024;1,82E+18;;9;0;;;
Mon Aug 12 21:19:08 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:19:06 +0000 2024;1,82E+18;;2;2;;;
Mon Aug 12 21:19:02 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:19:00 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:18:59 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:18:55 +0000 2024;1,82E+18;;32;16;;;
Mon Aug 12 21:18:55 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:18:52 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:18:50 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 21:18:43 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:18:25 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:18:21 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:18:16 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:18:13 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:18:12 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:18:12 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:18:11 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:18:10 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 21:18:08 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:18:08 +0000 2024;1,82E+18;;93;35;;;
Mon Aug 12 21:18:06 +0000 2024;1,82E+18;;4;2;;;
Mon Aug 12 21:17:56 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:17:51 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:17:33 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:17:16 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:17:14 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:17:08 +0000 2024;1,82E+18;;13;9;;;
Mon Aug 12 21:16:57 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 21:16:55 +0000 2024;1,82E+18;;10;1;;;
Mon Aug 12 21:16:48 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:16:42 +0000 2024;1,82E+18;;7;1;;;
Mon Aug 12 21:16:39 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:16:38 +0000 2024;1,82E+18;;30;4;;;
Mon Aug 12 21:16:28 +0000 2024;1,82E+18;;601;74;;;
Mon Aug 12 21:16:25 +0000 2024;1,82E+18;;24;4;;;
Mon Aug 12 21:16:16 +0000 2024;1,82E+18;;20;5;;;
Mon Aug 12 21:16:15 +0000 2024;1,82E+18;;5;0;;;
Mon Aug 12 21:15:52 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:15:51 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:15:42 +0000 2024;1,82E+18;;17;8;;;
Mon Aug 12 21:15:36 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:15:08 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:14:59 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:14:53 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:14:53 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:14:22 +0000 2024;1,82E+18;;5;1;;;
Mon Aug 12 21:14:15 +0000 2024;1,82E+18;;12;2;;;
Mon Aug 12 21:14:13 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:14:04 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:14:02 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:13:58 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:13:52 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:13:51 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:13:13 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:13:12 +0000 2024;1,82E+18;;2;1;;;
Mon Aug 12 21:13:09 +0000 2024;1,82E+18;;1;1;;;
Mon Aug 12 21:12:54 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:12:47 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:12:44 +0000 2024;1,82E+18;;2;0;;;
Mon Aug 12 21:12:43 +0000 2024;1,82E+18;;315;50;;;
Mon Aug 12 21:12:42 +0000 2024;1,82E+18;;3;1;;;
Mon Aug 12 21:12:40 +0000 2024;1,82E+18;;9;2;;;
Mon Aug 12 21:12:36 +0000 2024;1,82E+18;;1;0;;;
Mon Aug 12 21:12:35 +0000 2024;1,82E+18;;26;4;;;
Mon Aug 12 21:12:30 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:12:29 +0000 2024;1,82E+18;;0;0;;;
Mon Aug 12 21:12:23 +0000 2024;1,82E+18;;4;0;;;
Mon Aug 12 21:12:16 +0000 2024;1,82E+18;;212;190;;;
